2020-01-24, 3
2020-01-24, 3
2020-01-25, 3
2020-01-26, 3
2020-01-27, 3
2020-01-27, 3
2020-01-28, 4
2020-01-28, 4
2020-01-29, 5
2020-01-29, 5
2020-01-30, 6
2020-01-30, 6
2020-01-31, 6
2020-01-31, 6
2020-02-02, 6
2020-02-03, 6
2020-02-03, 6
2020-02-04, 6
2020-02-05, 6
2020-02-05, 6
2020-02-06, 6
2020-02-07, 11
2020-02-08, 11
2020-02-08, 11
2020-02-09, 11
2020-02-10, 11
2020-02-10, 11
2020-02-11, 11
2020-02-12, 11
2020-02-12, 11
2020-02-13, 11
2020-02-15, 12
2020-02-17, 12
2020-02-19, 12
2020-02-20, 12
2020-02-21, 12
2020-02-23, 12
2020-02-24, 12
2020-02-25, 12
2020-02-25, 14
2020-02-26, 17
2020-02-26, 18
2020-02-27, 38
2020-02-28, 38
2020-02-28, 57
2020-02-29, 73
2020-02-29, 100
2020-03-01, 130
2020-03-02, 178
2020-03-02, 191
2020-03-03, 212
2020-03-03, 212
2020-03-04, 285
2020-03-04, 285
2020-03-05, 423
2020-03-05, 423
2020-03-06, 613
2020-03-06, 613
2020-03-07, 949
2020-03-07, 949
2020-03-08, 1126
2020-03-09, 1412
2020-03-09, 1412
2020-03-10, 1784
2020-03-10, 1784
2020-03-11, 2281
2020-03-11, 2281
2020-03-12, 2876
2020-03-12, 2876
2020-03-13, 3661
2020-03-14, 4499
2020-03-14, 4500
2020-03-15, 5423
2020-03-15, 5423
2020-03-16, 6633
2020-03-17, 7730
2020-03-17, 7730
2020-03-18, 9134
2020-03-18, 9134
2020-03-19, 10995
2020-03-19, 10995
2020-03-20, 12612
2020-03-20, 12612
2020-03-21, 14459
2020-03-21, 14459
2020-03-22, 16689
2020-03-22, 16689
2020-03-23, 19856
2020-03-23, 19856
2020-03-24, 22302
2020-03-24, 22302
2020-03-25, 25233
2020-03-25, 25233
2020-03-26, 29155
2020-03-26, 29155
2020-03-27, 32964
2020-03-27, 32964
2020-03-28, 37575
2020-03-28, 37575
2020-03-29, 40174
2020-03-30, 44550
2020-03-31, 52128
2020-04-01, 56989
2020-04-02, 59105
2020-04-03, 64338
2020-04-04, 68605
2020-04-05, 70478
2020-04-06, 74390
2020-04-07, 78167
2020-04-08, 82048
2020-04-09, 86334
2020-04-10, 90676
2020-04-11, 93790
2020-04-12, 95403
2020-04-13, 98076
2020-04-14, 103573
2020-04-15, 106206
2020-04-16, 108847
2020-04-17, 109252
2020-04-18, 111821
2020-04-19, 112606
2020-04-20, 114657
2020-04-21, 117324
2020-04-22, 119151
2020-04-23, 120804
2020-04-24, 122577
2020-04-25, 124114
2020-04-26, 124575
2020-04-27, 128339
2020-04-28, 129859
2020-04-29, 128442
2020-04-30, 129581
2020-05-01, 130185
2020-05-02, 130979
2020-05-03, 131287
2020-05-04, 131863
2020-05-05, 132967
2020-05-06, 137150
2020-05-07, 137779
2020-05-08, 138421
2020-05-09, 138854
2020-05-10, 139063
2020-05-11, 139519
2020-05-12, 140227
2020-05-13, 140734
2020-05-14, 141356
2020-05-15, 141919
2020-05-16, 142291
2020-05-17, 142411
2020-05-18, 142903
2020-05-19, 143427
2020-05-20, 143845
2020-05-21, 144163
2020-05-22, 144566
2020-05-23, 144806
2020-05-24, 144921
2020-05-25, 145279
2020-05-26, 145555
2020-05-27, 145746
2020-05-28, 149071
2020-05-29, 149668
2020-05-30, 151496
